PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCION;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;CODIGO;NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
BIOLOGIA;SEDE CENTRAL;4;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CHOTA;CHOTA;GD-4;4659;HOSPITAL DE APOYO CHOTA - JOSE SOTO CADENILLAS;II-1;SIN PRESUPUESTO;NO;NO;-65615918;-7865402665;JR. EXEQUIEL  MONTOYA Nº 718
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CHOTA;CHOTA;GD-4;4660;PATRONA DE CHOTA;I-3;SIN PRESUPUESTO;NO;NO;-656244532;-7864738403;CIUDAD DE CHOTA
BIOLOGIA;SEDE CENTRAL;2;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CHOTA;LAJAS;GD-4;4682;LAJAS;I-4;SIN PRESUPUESTO;NO;NO;-65594053;-787359107;DISTRITO LAJAS
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CHOTA;LLAMA;GD-4;4763;LLAMA;I-3;SIN PRESUPUESTO;NO;NO;-651409;-7912414;CALLE BOLIVAR S/N
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CHOTA;TACABAMBA;GD-4;4742;TACABAMBA;I-4;SIN PRESUPUESTO;NO;NO;-639357788;-7861199335;JR. 7 DE JUNIO S/N
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CHOTA;TOCMOCHE;GD-4;4781;TOCMOCHE;I-3;SIN PRESUPUESTO;NO;NO;-641197944;-7936030984;DISTRITO TOCMOCHE
BIOLOGIA;SEDE CENTRAL;2;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;HUALGAYOC;BAMBAMARCA;GD-5;4784;EL TAMBO;I-3;SIN PRESUPUESTO;NO;NO;-676431303;-7847826373;CENTRO POBLADO EL TAMBO
BIOLOGIA;SEDE CENTRAL;2;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;GD-3;4267;SAN IGNACIO;I-4;SIN PRESUPUESTO;NO;NO;0;0;AV. ABELARDO QUIÑONES S/N
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;GD-4;4492;LA GRAMA;I-2;SIN PRESUPUESTO;NO;NO;-746432594;-7812878775;AV. FUJIMURI S/N
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MARCOS;GREGORIO PITA;GD-5;4508;PAUCAMARCA;I-2;SIN PRESUPUESTO;NO;NO;-727241669;-7816049624;LOCALIDAD PAUCSMATCA
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN PABLO;SAN PABLO;GD-4;4577;SAN PABLO;I-4;SIN PRESUPUESTO;NO;NO;-711497989;-7882340393;JR. BAHAMONDE NAVEDA S/N
BIOLOGIA;SEDE CENTRAL;2;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;BELLAVISTA;GD-1;6249;C.S. BELLAVISTA PERU COREA;I-4;SIN PRESUPUESTO;NO;NO;-1206171682;-7710633786;MZ. F-5 ZONA 2 - CIUDAD DEL PESCADOR
BIOLOGIA;SEDE CENTRAL;2;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CALLAO;GD-2;6238;C.S. MARQUEZ;I-4;SIN PRESUPUESTO;NO;NO;-1194257438;-7713418214;AV. LOS ALAMOS  S/N - MARQUEZ
BIOLOGIA;SEDE CENTRAL;2;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CALLAO;GD-2;6239;CENTRO DE SALUD SESQUICENTENARIO;I-3;SIN PRESUPUESTO;NO;NO;-1200969499;-7709673001;7 Y 14
BIOLOGIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CALLAO;GD-2;6241;PUESTO DE SALUD AEROPUERTO;I-2;SIN PRESUPUESTO;NO;NO;-1203365706;-7709902777;JR. SALAVERRY S/N - AA.HH. AEROPUERTO
BIOLOGIA;SEDE CENTRAL;2;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CALLAO;GD-2;6245;PUESTO DE SALUD BOCANEGRA;I-3;SIN PRESUPUESTO;NO;NO;-1202421866;-7709642349;AA.HH. BOCANEGRA - PLAZA CIVICA
BIOLOGIA;SEDE CENTRAL;3;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CALLAO;GD-2;6243;PUESTO DE SALUD FAUCETT;I-2;SIN PRESUPUESTO;NO;NO;-1199616332;-7712085548;CALLE  3 S/N  - URB. FAUCETT
BIOLOGIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CALLAO;GD-2;6669;SANIDAD AEREA INTERNACIONAL;I-2;SIN PRESUPUESTO;NO;NO;-1202028307;-7710706942;AEROPUERTO INTERNACIONAL JORGE CHAVEZ
BIOLOGIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;CARMEN DE LA LEGUA-REYNOSO;GD-1;6252;CENTRO DE SALUD CARMEN DE LA LEGUA;I-3;SIN PRESUPUESTO;NO;NO;-1204001323;-7709011698;AV. MANCO CAPAC  CDRA. 8
BIOLOGIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;LA PERLA;GD-1;6251;PUESTO DE SALUD  LA PERLA;I-2;SIN PRESUPUESTO;NO;NO;-1206920504;-7712476464;ALFONSO UGARTE Nº 1150
BIOLOGIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;VENTANILLA;GD-3;7314;C.S. MATERNO INFANTIL PACHACUTEC  PERU-COREA;I-4;SIN PRESUPUESTO;NO;NO;-1183265968;-771419038;MZ. X LTE. 1 AA.HH HIROSHIMA
BIOLOGIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;VENTANILLA;GD-3;6256;CENTRO DE SALUD VILLA LOS REYES;I-4;SIN PRESUPUESTO;NO;NO;-1182855773;-7712271214;MZA. N1  S/N SECTOR 1 AA.HH. VILLA LOS REYES
BIOLOGIA;SEDE CENTRAL;1;CALLAO;SANIDAD DE LA FUERZA AEREA DEL PERU;CALLAO;CALLAO;CALLAO;GD-2;7832;DEPARTAMENTO DE SANIDAD  ALA AÉREA N°2;I-3;SIN PRESUPUESTO;NO;NO;-1201016868;-7711227071;AVENIDA ELMER FAUCETT S/N
BIOLOGIA;SEDE CENTRAL;2;CALLAO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;CALLAO;CALLAO;LA PERLA;GD-1;10557;POLICLINICO  POLICIAL CALLAO;I-3;SIN PRESUPUESTO;NO;NO;-120723635;-771243416;AV. LA PAZ CDRA.11 S/N
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANCHIS;SICUANI;GD-4;2384;PAMPAPHALLA;I-3;SIN PRESUPUESTO;NO;NO;-1425341429;-7122232087;CALLE TERESA CISNEROS S/N / SICUANI / CANCHIS / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANCHIS;SICUANI;GD-4;2380;TECHO OBRERO;I-4;SIN PRESUPUESTO;NO;NO;-1428850981;-7122453318;URB. SAN ANDRES / SICUANI / CANCHIS / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;SANTO TOMAS;GD-5;2398;SANTO TOMAS;II-1;SIN PRESUPUESTO;NO;NO;-1444840483;-7208461227;PERU
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SAN JERONIMO;GD-3;2300;SAN JERONIMO;I-4;SIN PRESUPUESTO;NO;NO;-1354884632;-7188002087;AVENIDA MANCO CÀPAC S/N / SAN JERÓNIMO / CUSCO / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SAN SEBASTIAN;GD-3;2301;SAN SEBASTIAN;I-3;SIN PRESUPUESTO;NO;NO;-1353261133;-7192948187;AVENIDA CUSCO S/N / SAN SEBASTIÁN / CUSCO / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SAN SEBASTIAN;GD-3;2303;SANTA ROSA;I-3;SIN PRESUPUESTO;NO;NO;-1353262938;-7192064081;PROLONGACIÓN AV. DE LA CULTURA S/N 8º PARADERO / SAN SEBASTIÁN / CUSCO / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SAN SEBASTIAN;GD-3;25210;TUPAC AMARU;II-E;SIN PRESUPUESTO;NO;NO;-1353195;-719674626;TINTA
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SANTIAGO;GD-2;2309;DIGNIDAD NACIONAL;I-3;SIN PRESUPUESTO;NO;NO;-1352852007;-7198872213;CALLE MARCONA S/N / SANTIAGO / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SANTIAGO;GD-2;2307;MANCO CAPAC;I-3;SIN PRESUPUESTO;NO;NO;-1353765728;-7196133101;PUEBLO JOVEN MANCO CAPAC S/N / WANCHAQ / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CUSCO;SAYLLA;GD-4;2314;SAYLLA;I-2;SIN PRESUPUESTO;NO;NO;-1357255757;-7182580275;AVENIDA CUSCO S/N / SAYLLA / CUSCO / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;LA CONVENCION;SANTA ANA;GD-2;15842;PAVAYOC;I-3;SIN PRESUPUESTO;NO;NO;-1286074853;-726894674;CENTRO POBLADO MENOR DE PAVAYOC
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;LA CONVENCION;SANTA ANA;GD-2;8910;SANTA ANA;I-4;SIN PRESUPUESTO;NO;NO;-1285834;-726941;JR. KITENI I-18 / SANTA ANA / LA CONVENCIÓN / CUSCO
BIOLOGIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;QUISPICANCHI;URCOS;GD-4;2523;URCOS;I-4;SIN PRESUPUESTO;NO;NO;-1368518741;-7162380047;JIRÓN TUPAC AMARU S/N / URCOS / QUISPICANCHI / CUSCO
BIOLOGIA;SEDE CENTRAL;2;CUSCO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;CUSCO;CUSCO;SAN SEBASTIAN;GD-3;11743;"POLICIAL ""SANTA ROSA""  CUSCO";I-3;SIN PRESUPUESTO;NO;NO;-1353381167;-7191157667;PROLONGACION AVENIDA DE LA CULTURA N° 2700 URB. CACHIMAYO
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;ACOBAMBA;ACOBAMBA;GD-3;3917;HOSPITAL PROVINCIAL DE ACOBAMBA;II-1;SIN PRESUPUESTO;NO;NO;-1284469274;-7457147377;AV. MANCO CAPAC N° 705
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;ACOBAMBA;PAUCARA;GD-5;3930;CENTRO DE SALUD PAUCARA;I-4;SIN PRESUPUESTO;NO;NO;-1273464642;-7467063474;CALLE LIRCAY S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;GD-5;3910;VIÑAS;I-3;SIN PRESUPUESTO;SI;NO;-1262464431;-7522429959;VIÑAS S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;ACORIA;GD-5;3864;ACORIA;I-3;SIN PRESUPUESTO;NO;NO;-1264286127;-7486302086;JR. 9 DE DICIEMBRE N° 511
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;ACORIA;GD-5;3865;AÑANCUSI;I-3;SIN PRESUPUESTO;NO;NO;-1258608712;-7471412875;AÑANCUSI S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;ACORIA;GD-5;3873;AYACCOCHA;I-3;SIN PRESUPUESTO;NO;NO;-1264126081;-7492170854;PSJ. VENEZUELA S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;ASCENSION;GD-4;3854;ASCENSION;I-4;SIN PRESUPUESTO;NO;NO;-1277531889;-749972611;JR. TUPAC AMARU S/N - PUCARUMI
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;CONAYCA;GD-5;3904;CONAICA;I-3;SIN PRESUPUESTO;NO;NO;-1251859709;-7500931249;BARRIO VISTA ALEGRE S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;GD-4;3861;SAN CRISTOBAL;I-3;SIN PRESUPUESTO;NO;NO;-1278052193;-7497117848;ESPALDA DE LA PLAZA DE SAN CRISTOBAL
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;GD-4;3859;SANTA ANA;I-3;SIN PRESUPUESTO;NO;NO;-1278737;-7496679667;PSJE. ARBOLITOS S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;HUANDO;GD-5;3899;HUANDO;I-4;SIN PRESUPUESTO;NO;NO;-1256387695;-7494993564;CARRETERA HYO - HVCA - HUANDO
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;IZCUCHACA;GD-4;3889;IZCUCHACA;I-3;SIN PRESUPUESTO;NO;NO;-1249861309;-750026746;AV. MARISCAL GALVEZ 302
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;MOYA;GD-5;4115;MOYA;I-3;SIN PRESUPUESTO;NO;NO;-1242322885;-7515325351;PLAZA PRINCIAPAL S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;GD-5;3909;NUEVO OCCORO;I-3;SIN PRESUPUESTO;SI;NO;-1259548313;-7502129454;JR. MANCO CAPAC S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;PALCA;GD-5;3902;PALCA;I-3;SIN PRESUPUESTO;NO;NO;-1265863938;-7497751591;JR. LOS ALAMOS S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;GD-5;3884;CCASAPATA;I-3;SIN PRESUPUESTO;NO;NO;-1277758442;-7476282465;PSJ. SAN MARTIN S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;GD-5;3885;SAN JUAN DE CCARHUACC;I-3;SIN PRESUPUESTO;SI;NO;-1282985017;-7476067413;AV. MONTERRICO S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;GD-5;3879;YAULI;I-4;SIN PRESUPUESTO;NO;NO;-1277285573;-7484998231;JR. BOLOGNESI S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUAYTARA;CORDOVA;GD-4;4064;CORDOVA;I-3;SIN PRESUPUESTO;SI;NO;-140415839;-7518489132;CALLE SAN JUAN BAUTISTA S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUAYTARA;HUAYTARA;GD-3;4036;HUAYTARA;I-4;SIN PRESUPUESTO;NO;NO;-13603555;-7535316;AV. EL SOL S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUAYTARA;PILPICHACA;GD-4;4042;PILPICHACA;I-3;SIN PRESUPUESTO;SI;NO;-1333131333;-7498081;AV. LOS LIBERTADORES S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;HUAYTARA;QUERCO;GD-4;4068;QUERCO;I-3;SIN PRESUPUESTO;SI;NO;-139798452;-7497633593;AV. CARMEN ALTA S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;ACOSTAMBO;GD-5;4098;ACOSTAMBO;I-3;SIN PRESUPUESTO;NO;NO;-1236500439;-7505499544;BARRIO PROGRESO S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;ACRAQUIA;GD-5;4077;ACRAQUIA;I-3;SIN PRESUPUESTO;NO;NO;-1240722519;-7490135532;AV. CARRETERA PRINCIPAL S/N - ACRAQUIA
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;COLCABAMBA;GD-5;4090;COLCABAMBA;I-4;SIN PRESUPUESTO;NO;NO;-1240849167;-7468123;AV. CASA MAQUINA N° 129 CBBA
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;GD-5;4083;DANIEL HERNANDEZ;I-4;SIN PRESUPUESTO;NO;NO;-1236589408;-7484373098;AV. PERU S/N PAMPA BLANCA
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;HUARIBAMBA;GD-5;4109;HUARIBAMBA;I-3;SIN PRESUPUESTO;NO;NO;-1227870433;-7493462003;CALLE SALCABAMBA S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;PAMPAS;GD-4;4074;HOSPITAL DE PAMPAS;II-1;SIN PRESUPUESTO;NO;NO;-1240228755;-7486646706;JR. BOLIVAR S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;PAZOS;GD-5;4104;CENTRO DE SALUD PAZOS;I-3;SIN PRESUPUESTO;SI;NO;-1226169726;-7506612159;BARRRIO MIRAFLORES S/N - PAZOS
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;PICHOS;GD-5;4111;SANTIAGO DE PICHUS;I-3;SIN PRESUPUESTO;NO;NO;-1223651947;-7493891262;CALLE 25 DE ABRIL S/N
BIOLOGIA;SEDE CENTRAL;2;HUANCAVELICA;GOBIERNO REGIONAL;HUANCAVELICA;TAYACAJA;QUICHUAS;GD-5;3894;QUICHUAS;I-3;SIN PRESUPUESTO;NO;NO;-124673102;-747220017;JR. AYACUCHO S/N
BIOLOGIA;SEDE CENTRAL;1;HUANCAVELICA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;GD-3;9476;POSTA  MEDICA  POLICIAL- HUANCAVELICA;I-2;SIN PRESUPUESTO;NO;NO;-1278557699;-7497318955;JR. MANCO CAPAC N° 150
BIOLOGIA;SEDE CENTRAL;2;HUANUCO;GOBIERNO REGIONAL;HUANUCO;AMBO;AMBO;GD-4;815;CENTRO DE SALUD AMBO;I-3;SIN PRESUPUESTO;NO;NO;-1012777892;-7620662872;JR.MARISCAL CASTILLO Nº 316- MALECON HUERTAS S/N AMBO
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;CHAGLLA;GD-4;779;CHAGLLA;I-3;SIN PRESUPUESTO;NO;NO;-984151595;-7590225326;JR.MAYRO S/N CHAGLLA
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;CHAGLLA;GD-4;977;CHINCHAVITO;I-2;SIN PRESUPUESTO;SI;NO;-950666016;-7593533524;CHINCHAVITO  S/N COSTADO DE LA IGLESIA EVANGELICA
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;MOLINO;GD-5;784;HUARICHACA;I-3;SIN PRESUPUESTO;NO;NO;-994443711;-7603514472;HUARICHACA S/N
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;MOLINO;GD-5;782;MOLINOS;I-3;SIN PRESUPUESTO;NO;NO;-99093868;-7601804711;AV. JR: PROCERES  Nº 150-MOLINOS
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;PANAO;GD-5;28614;"CENTRO  DE SALUD MENTAL COMUNITARIO ""KUSHISHA PANATAHUA""";I-3;SIN PRESUPUESTO;NO;NO;-989634953;-759950037;BOLOGNESI
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;PANAO;GD-5;778;PANAO;I-3;SIN PRESUPUESTO;NO;NO;-989662647;-7599533086;JR.GRAU S/N-PANAO
BIOLOGIA;SEDE CENTRAL;1;HUANUCO;GOBIERNO REGIONAL;HUANUCO;PACHITEA;UMARI;GD-5;783;TAMBILLO-UMARI;I-3;SIN PRESUPUESTO;NO;NO;-986567017;-760417201;CARRETERA HUÁNUCO - PANAO KM. 35  TAMBILLO
BIOLOGIA;SEDE CENTRAL;1;ICA;SANIDAD DE LA FUERZA AEREA DEL PERU;ICA;PISCO;SAN ANDRES;GD-1;10553;FUERZA AEREA DEL PERU PISCO;I-3;SIN PRESUPUESTO;NO;NO;-137310715;-762203908;CARRETERA PARACAS S/N
BIOLOGIA;SEDE CENTRAL;2;ICA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;ICA;ICA;ICA;GD-1;10900;POLICLINICO POLICIAL ICA;I-3;SIN PRESUPUESTO;NO;NO;-1407546;-757341811;CALLE HUANUCO N° 480
BIOLOGIA;SEDE CENTRAL;2;ICA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;ICA;NAZCA;NAZCA;GD-1;11399;UNIDAD EJECUTORA 020:SANIDAD DE LA PNP;I-3;SIN PRESUPUESTO;NO;NO;-148358687;-749327583;PJE. MONROY S/N, SAN CARLOS
BIOLOGIA;SEDE CENTRAL;1;ICA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;ICA;PISCO;PISCO;GD-1;11400;POSTA MEDICA POLICIAL PISCO;I-2;SIN PRESUPUESTO;NO;NO;-137134562;-761841701;CALLE BEATITA DE HUMAY Nº 200
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;CONCEPCION;CONCEPCION;GD-4;671;DAVID GUERRERO DUARTE;I-4;SIN PRESUPUESTO;NO;NO;-1192220884;-7531124063;JR. NUEVE DE JULIO S/N
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;HUANCAYO;CHILCA;GD-3;608;CHILCA;I-4;SIN PRESUPUESTO;NO;NO;-120906394;-7520297417;JR. HUMBOLT Nº 900
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;HUANCAYO;EL TAMBO;GD-2;714;JUAN PARRA DEL RIEGO;I-3;SIN PRESUPUESTO;NO;NO;-1204690297;-7521516966;JR. OSWALDO BARRETO Nº 1567
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;HUANCAYO;EL TAMBO;GD-2;705;JUSTICIA PAZ Y VIDA;I-4;SIN PRESUPUESTO;NO;NO;-1206084184;-7523372274;JR. LOS TUNALES Nº 150-AAHH JUSTICIA PAZ Y VIDA
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;HUANCAYO;SAPALLANGA;GD-3;629;SAPALLANGA;I-3;SIN PRESUPUESTO;NO;NO;-1213947696;-7515826995;JR. BOLOGNESI S/N
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;SATIPO;RIO NEGRO;GD-4;495;RIO NEGRO;I-3;SIN PRESUPUESTO;NO;NO;-1120902393;-7465857274;JR. COLONOS FUNDADORES S7N
BIOLOGIA;SEDE CENTRAL;1;JUNIN;GOBIERNO REGIONAL;JUNIN;YAULI;LA OROYA;GD-4;559;LA OROYA;I-4;SIN PRESUPUESTO;NO;NO;-1152207533;-7590646915;AV. HORACIO ZEVALLOS Nº 431
BIOLOGIA;SEDE CENTRAL;1;JUNIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;JUNIN;HUANCAYO;HUANCAYO;GD-2;10710;POLICLINICO POLICIAL HUANCAYO ENRIQUE TORRES GONZALES;I-3;SIN PRESUPUESTO;NO;NO;-1206489314;-7520756589;JR CUZCO Nº 120
BIOLOGIA;SEDE CENTRAL;1;LA LIBERTAD;GOBIERNO REGIONAL;LA LIBERTAD;GRAN CHIMU;SAYAPULLO;GD-5;5287;SAYAPULLO;I-3;SIN PRESUPUESTO;NO;NO;-759545582;-7846542748;CALLE PEDREGAL S/N
BIOLOGIA;SEDE CENTRAL;1;LA LIBERTAD;GOBIERNO REGIONAL;LA LIBERTAD;JULCAN;JULCAN;GD-5;6775;AYANGAY;I-3;SIN PRESUPUESTO;NO;NO;-802423545;-7842462772;CASERIO AYANGAY S/N
BIOLOGIA;SEDE CENTRAL;1;LA LIBERTAD;GOBIERNO REGIONAL;LA LIBERTAD;OTUZCO;OTUZCO;GD-4;5317;RAMON CASTILLA;I-3;SIN PRESUPUESTO;NO;NO;-790194333;-7856059;JR  RAMON ARGOMEDO S/N
BIOLOGIA;SEDE CENTRAL;1;LA LIBERTAD;GOBIERNO REGIONAL;LA LIBERTAD;PATAZ;HUANCASPATA;GD-5;5380;HUANCASPATA;I-3;SIN PRESUPUESTO;SI;NO;-846023201;-7730312274;CASERIO HUANCASPATA
BIOLOGIA;SEDE CENTRAL;1;LA LIBERTAD;GOBIERNO REGIONAL;LA LIBERTAD;PATAZ;PATAZ;GD-3;7239;VIJUS;I-3;SIN PRESUPUESTO;NO;NO;-77201304;-7766352098;PRINCIPAL VIJUS
